store,product,Date,number_sold,number_sold_lag_1,number_sold_lag_7,number_sold_lag_30,number_sold_rolling_mean_7,number_sold_rolling_std_7,number_sold_rolling_mean_30,number_sold_rolling_std_30
0,0,2010-04-10,877.0,883.0,850.0,846.0,868.0,13.416407864998668,866.7666666666667,9.452908085049351
0,0,2010-04-11,877.0,877.0,854.0,864.0,871.2857142857143,12.175306782093548,867.2,9.618229817778843
0,0,2010-04-12,873.0,877.0,863.0,860.0,872.7142857142857,11.614850920470724,867.6333333333333,9.575411518423142
0,0,2010-04-13,863.0,873.0,871.0,867.0,871.5714285714286,12.190941211368614,867.5,9.6123125065804
0,0,2010-04-14,855.0,863.0,848.0,867.0,872.5714285714286,10.030904626156376,867.1,9.879794776593792
0,0,2010-04-15,844.0,855.0,880.0,871.0,867.4285714285714,14.022091413874284,866.2,10.707393513927288
0,0,2010-04-16,864.0,844.0,883.0,872.0,864.7142857142857,12.229939843328285,865.9333333333333,10.657467297412895
0,0,2010-04-17,864.0,864.0,877.0,857.0,862.8571428571429,10.976164652381602,866.1666666666666,10.531016040753041
0,0,2010-04-18,857.0,864.0,877.0,872.0,860.0,9.12870929175288,865.6666666666666,10.60036867717236
0,0,2010-04-19,866.0,857.0,873.0,860.0,859.0,7.745966692414999,865.8666666666667,10.546231009501458
0,0,2010-04-20,865.0,866.0,863.0,873.0,859.2857142857143,7.9522383791041875,865.6,10.460434486922392
0,0,2010-04-21,867.0,865.0,855.0,866.0,861.0,8.16496580927733,865.6333333333333,10.463345984694628
0,0,2010-04-22,862.0,867.0,844.0,875.0,863.5714285714286,3.3094381626463574,865.2,10.330403737479626
0,0,2010-04-23,862.0,862.0,864.0,874.0,863.2857142857143,3.3523268393900043,864.8,10.209529017473978
0,0,2010-04-24,852.0,862.0,864.0,870.0,861.5714285714286,5.380741673076421,864.2,10.420139650928373
0,0,2010-04-25,864.0,852.0,857.0,864.0,862.5714285714286,5.028490259085133,864.2,10.420139650928373
0,0,2010-04-26,865.0,864.0,866.0,854.0,862.4285714285714,4.928053803045794,864.5666666666667,10.240835544217106
0,0,2010-04-27,865.0,865.0,865.0,883.0,862.4285714285714,4.928053803045794,863.9666666666667,9.632858040218931
0,0,2010-04-28,841.0,865.0,867.0,862.0,858.7142857142857,9.013217807092948,863.2666666666667,10.504295782444395
0,0,2010-04-29,875.0,841.0,862.0,866.0,860.5714285714286,10.937049310442411,863.5666666666667,10.711525643400067
0,0,2010-04-30,861.0,875.0,862.0,875.0,860.4285714285714,10.921799956312858,863.1,10.499096841289738
0,0,2010-05-01,854.0,861.0,852.0,852.0,860.7142857142857,10.688222267435135,863.1666666666666,10.432321569686916
0,0,2010-05-02,876.0,854.0,864.0,873.0,862.4285714285714,12.163567772343008,863.2666666666667,10.543614944219827
0,0,2010-05-03,855.0,876.0,865.0,850.0,861.0,12.396235987858068,863.4333333333333,10.36467253615043
0,0,2010-05-04,872.0,855.0,865.0,854.0,862.0,13.03840481040532,864.0333333333333,10.320663348547187
0,0,2010-05-05,850.0,872.0,841.0,863.0,863.2857142857143,10.889050857234007,863.6,10.633713465623726
0,0,2010-05-06,858.0,850.0,875.0,871.0,860.8571428571429,9.668308563352266,863.1666666666666,10.586534496410977
0,0,2010-05-07,843.0,858.0,861.0,848.0,858.2857142857143,11.785786435565615,863.0,10.869127427466477
0,0,2010-05-08,849.0,843.0,854.0,880.0,857.5714285714286,12.231886511043506,861.9666666666667,10.668947313658903
0,0,2010-05-09,843.0,849.0,876.0,883.0,852.8571428571429,10.123052428797894,860.6333333333333,10.446855106165426
0,0,2010-05-10,857.0,843.0,855.0,877.0,853.1428571428571,10.221359521912483,859.9666666666667,9.994768746642883
0,0,2010-05-11,859.0,857.0,872.0,877.0,851.2857142857143,6.84870512613605,859.3666666666667,9.463116543330852
0,0,2010-05-12,866.0,859.0,850.0,873.0,853.5714285714286,8.753230696094326,859.1333333333333,9.197950796269401
0,0,2010-05-13,872.0,866.0,858.0,863.0,855.5714285714286,11.193110125685122,859.4333333333333,9.47112975576795
0,0,2010-05-14,860.0,872.0,843.0,855.0,858.0,9.763879010584573,859.6,9.434346641487295
0,0,2010-05-15,874.0,860.0,849.0,844.0,861.5714285714286,10.46991153826279,860.6,9.312949827137357
0,0,2010-05-16,867.0,874.0,843.0,864.0,865.0,6.5828058860439,860.7,9.366668711908192
0,0,2010-05-17,857.0,867.0,857.0,864.0,865.0,6.5828058860439,860.4666666666667,9.36881596807714
0,0,2010-05-18,842.0,857.0,859.0,857.0,862.5714285714286,10.891237194141372,859.9666666666667,9.942882858620461
0,0,2010-05-19,834.0,842.0,866.0,866.0,858.0,15.110702608857542,858.9,10.939803944534184
0,0,2010-05-20,843.0,834.0,872.0,865.0,853.8571428571429,14.59941290404712,858.1666666666666,11.249776498419225
0,0,2010-05-21,843.0,843.0,860.0,867.0,851.4285714285714,14.81954950796574,857.3666666666667,11.451496915653111
0,0,2010-05-22,832.0,843.0,874.0,862.0,845.4285714285714,12.474736374731373,856.3666666666667,12.310587910926941
0,0,2010-05-23,846.0,832.0,867.0,862.0,842.4285714285714,8.223080178317943,855.8333333333334,12.404346661230116
0,0,2010-05-24,828.0,846.0,857.0,852.0,838.2857142857143,6.8487051261358065,855.0333333333333,13.394500501257118
0,0,2010-05-25,840.0,828.0,842.0,864.0,838.0,6.7082039324991385,854.2333333333333,13.556226037058835
0,0,2010-05-26,836.0,840.0,834.0,865.0,838.2857142857143,6.550172662209661,853.2666666666667,13.793885035327474
0,0,2010-05-27,859.0,836.0,843.0,865.0,840.5714285714286,10.228345302102642,853.0666666666667,13.660750050931975
0,0,2010-05-28,845.0,859.0,843.0,841.0,840.8571428571429,10.334869317486381,853.2,13.558048888213506
0,0,2010-05-29,838.0,845.0,832.0,875.0,841.7142857142857,9.707630773679695,851.9666666666667,13.18432542004418
0,0,2010-05-30,860.0,838.0,846.0,861.0,843.7142857142857,11.926361357853162,851.9333333333333,13.161944446365414
0,0,2010-05-31,818.0,860.0,828.0,854.0,842.2857142857143,14.453538041073527,850.7333333333333,14.53635948669576
0,0,2010-06-01,847.0,818.0,840.0,876.0,843.2857142857143,14.511079510891886,849.7666666666667,13.740660359911715
0,0,2010-06-02,829.0,847.0,836.0,855.0,842.2857142857143,15.315724879072036,848.9,14.211093287069959
0,0,2010-06-03,831.0,829.0,859.0,872.0,838.2857142857143,13.804761083460495,847.5333333333333,13.880607492751414
0,0,2010-06-04,849.0,831.0,845.0,850.0,838.8571428571429,14.205967894146484,847.5,13.87567954222896
0,0,2010-06-05,850.0,849.0,838.0,858.0,840.5714285714286,14.797039600959994,847.2333333333333,13.743169672375023
0,0,2010-06-06,819.0,850.0,860.0,843.0,834.7142857142857,13.912994953331356,846.4333333333333,14.665660885054313
0,0,2010-06-07,840.0,819.0,818.0,849.0,837.8571428571429,11.838194843085397,846.1333333333333,14.70335015386412
0,0,2010-06-08,846.0,840.0,847.0,843.0,837.7142857142857,11.714866419984979,846.2333333333333,14.69150196151051
0,0,2010-06-09,831.0,846.0,829.0,857.0,838.0,11.48912529307591,845.3666666666667,14.80093970300409
0,0,2010-06-10,840.0,831.0,831.0,859.0,839.2857142857143,11.071198154284184,844.7333333333333,14.602629270415777
0,0,2010-06-11,827.0,840.0,849.0,866.0,836.1428571428571,10.976164652381376,843.4333333333333,14.378344188716671
0,0,2010-06-12,837.0,827.0,850.0,872.0,834.2857142857143,9.196272536817501,842.2666666666667,13.364733141893598
0,0,2010-06-13,832.0,837.0,819.0,860.0,836.1428571428571,6.517376042257074,841.3333333333334,13.057784924191473
0,0,2010-06-14,833.0,832.0,840.0,874.0,835.1428571428571,6.362090102803172,839.9666666666667,11.583232034618849
0,0,2010-06-15,821.0,833.0,846.0,867.0,831.5714285714286,6.267831705279637,838.4333333333333,10.906130301849618
0,0,2010-06-16,838.0,821.0,831.0,857.0,832.5714285714286,6.704653678779808,837.8,10.327065210507357
0,0,2010-06-17,829.0,838.0,840.0,842.0,831.0,5.91607978309912,837.3666666666667,10.417105737872925
0,0,2010-06-18,812.0,829.0,827.0,834.0,828.8571428571429,9.335033858687968,836.6333333333333,11.3911136972804
0,0,2010-06-19,807.0,812.0,837.0,843.0,824.5714285714286,11.58817130895582,835.4333333333333,12.535971231326426
0,0,2010-06-20,813.0,807.0,832.0,843.0,821.8571428571429,11.78174536346442,834.4333333333333,13.095625311486643
0,0,2010-06-21,807.0,813.0,833.0,832.0,818.1428571428571,11.781745363464353,833.6,14.018706713924526
0,0,2010-06-22,821.0,807.0,821.0,846.0,818.1428571428571,11.781745363464353,832.7666666666667,13.999220011112673
0,0,2010-06-23,833.0,821.0,838.0,828.0,817.4285714285714,10.453980786557063,832.9333333333333,13.970247531520387
0,0,2010-06-24,824.0,833.0,829.0,840.0,816.7142857142857,9.673232581273858,832.4,13.996551299368674
0,0,2010-06-25,821.0,824.0,812.0,836.0,818.0,9.539392014168937,831.9,14.130792983581067
0,0,2010-06-26,809.0,821.0,807.0,859.0,818.2857142857143,9.17813135872904,830.2333333333333,13.768237643797653
0,0,2010-06-27,823.0,809.0,813.0,845.0,819.7142857142857,8.994707438530343,829.5,13.538578339259631
0,0,2010-06-28,811.0,823.0,807.0,838.0,820.2857142857143,8.138678961483045,828.6,13.84794270790332
0,0,2010-06-29,830.0,811.0,821.0,860.0,821.5714285714286,8.941609528064479,827.6,12.521980673998524
0,0,2010-06-30,797.0,830.0,833.0,818.0,816.4285714285714,11.311603818750438,826.9,13.616293485227686
0,0,2010-07-01,812.0,797.0,824.0,847.0,814.7142857142857,10.873734190152089,825.7333333333333,13.331149246403166
0,0,2010-07-02,811.0,812.0,821.0,829.0,813.2857142857143,10.562737740350029,825.1333333333333,13.581766005055526
0,0,2010-07-03,791.0,811.0,809.0,831.0,810.7142857142857,13.548853404307433,823.8,14.886698529339426
0,0,2010-07-04,811.0,791.0,823.0,849.0,809.0,12.449899597988065,822.5333333333333,14.272552228891076
0,0,2010-07-05,816.0,811.0,811.0,850.0,809.7142857142857,12.724180205606402,821.4,13.335459600576428
0,0,2010-07-06,814.0,816.0,830.0,819.0,807.4285714285714,9.501879513322438,821.2333333333333,13.397589421191999
0,0,2010-07-07,812.0,814.0,797.0,840.0,809.5714285714286,8.383657572068277,820.3,13.014978108794418
0,0,2010-07-08,801.0,812.0,812.0,846.0,808.0,8.8694231304324,818.8,12.535191840683622
0,0,2010-07-09,813.0,801.0,811.0,831.0,808.2857142857143,9.013217807091868,818.2,12.360671781765497
0,0,2010-07-10,808.0,813.0,791.0,840.0,810.7142857142857,4.956957592254766,817.1333333333333,11.781731426334584
0,0,2010-07-11,796.0,808.0,811.0,827.0,808.5714285714286,7.435436388383484,816.1,12.23716780395076
0,0,2010-07-12,798.0,796.0,816.0,837.0,806.0,7.549834435269563,814.8,12.00976614087883
0,0,2010-07-13,807.0,798.0,814.0,832.0,805.0,6.733003292240034,813.9666666666667,11.63669384654159
0,0,2010-07-14,810.0,807.0,812.0,833.0,804.7142857142857,6.421689437996586,813.2,11.084005251431913
0,0,2010-07-15,797.0,810.0,801.0,821.0,804.1428571428571,6.962484504555259,812.4,11.36419058209527
0,0,2010-07-16,811.0,797.0,813.0,838.0,803.8571428571429,6.568322247182975,811.5,10.284739280552532
0,0,2010-07-17,794.0,811.0,808.0,829.0,801.8571428571429,7.1978832867381906,810.3333333333334,10.216056778029726
0,0,2010-07-18,802.0,794.0,796.0,812.0,802.7142857142857,6.725927091344104,810.0,10.322389458739856
0,0,2010-07-19,804.0,802.0,798.0,807.0,803.5714285714286,6.399404734220389,809.9,10.366890266279277
0,0,2010-07-20,799.0,804.0,807.0,813.0,802.4285714285714,6.399404734220389,809.4333333333333,10.536253778176237
0,0,2010-07-21,795.0,799.0,810.0,807.0,800.2857142857143,5.936168397045088,809.0333333333333,10.854788656698057
0,0,2010-07-22,806.0,795.0,797.0,821.0,801.5714285714286,6.078847008468176,808.5333333333333,10.627658558532664
0,0,2010-07-23,802.0,806.0,811.0,833.0,800.2857142857143,4.49867705421013,807.5,9.62665122423541
0,0,2010-07-24,807.0,802.0,794.0,824.0,802.1428571428571,4.140393356051866,806.9333333333333,9.10828850773837
0,0,2010-07-25,791.0,807.0,802.0,821.0,800.5714285714286,5.912053869203371,805.9333333333333,9.157372508767756
0,0,2010-07-26,801.0,791.0,804.0,809.0,800.1428571428571,5.727959829599498,805.6666666666666,9.18144055008145
0,0,2010-07-27,797.0,801.0,799.0,823.0,799.8571428571429,5.84318895320346,804.8,8.703546641335198
0,0,2010-07-28,804.0,797.0,795.0,811.0,801.1428571428571,5.580578567033928,804.5666666666667,8.625077044464843
0,0,2010-07-29,788.0,804.0,806.0,830.0,798.5714285714286,6.9487922897217835,803.1666666666666,7.7151142898670795
0,0,2010-07-30,756.0,788.0,802.0,797.0,792.0,17.26267650163166,801.8,11.532263587355184
0,0,2010-07-31,776.0,756.0,807.0,812.0,787.5714285714286,16.74173570110645,800.6,12.282872852765447
0,0,2010-08-01,803.0,776.0,791.0,811.0,789.2857142857143,17.736161607614424,800.3333333333334,12.13525310061775
0,0,2010-08-02,791.0,803.0,801.0,791.0,787.8571428571429,17.02379287378437,800.3333333333334,12.13525310061775
0,0,2010-08-03,786.0,791.0,797.0,811.0,786.2857142857143,16.53999481775665,799.5,12.235476964617437
0,0,2010-08-04,788.0,786.0,804.0,816.0,784.0,14.685593847940087,798.5666666666667,11.999090003808579
0,0,2010-08-05,773.0,788.0,788.0,814.0,781.8571428571429,15.09336025573873,797.2,12.504895593049175
0,0,2010-08-06,783.0,773.0,756.0,812.0,785.7142857142857,9.961831921794484,796.2333333333333,12.442095769057275
0,0,2010-08-07,783.0,783.0,776.0,801.0,786.7142857142857,9.141741003300005,795.6333333333333,12.636791750562399
0,0,2010-08-08,777.0,783.0,803.0,813.0,783.0,6.244997998397572,794.4333333333333,12.64006583716122
0,0,2010-08-09,795.0,777.0,791.0,808.0,783.5714285714286,7.2078000077950515,794.0,12.379070211865608
0,0,2010-08-10,782.0,795.0,786.0,796.0,783.0,7.141428428542129,793.5333333333333,12.563585402299479
0,0,2010-08-11,775.0,782.0,788.0,798.0,781.1428571428571,7.312741652498148,792.7666666666667,12.976592542841923
0,0,2010-08-12,777.0,775.0,773.0,807.0,781.7142857142857,6.701101544130812,791.7666666666667,12.997833594906131
0,0,2010-08-13,777.0,777.0,783.0,810.0,780.8571428571429,6.890296835128475,790.6666666666666,12.796371612169251
0,0,2010-08-14,783.0,777.0,783.0,797.0,780.8571428571429,6.890296835128475,790.2,12.812709207709673
0,0,2010-08-15,773.0,783.0,777.0,811.0,780.2857142857143,7.4097747539822905,788.9333333333333,12.561389483137363
0,0,2010-08-16,774.0,773.0,795.0,794.0,777.2857142857143,3.8606685826104536,788.2666666666667,12.811453209268658
0,0,2010-08-17,764.0,774.0,782.0,802.0,774.7142857142857,5.736267244886447,787.0,13.27689203348853
0,0,2010-08-18,789.0,764.0,775.0,804.0,776.7142857142857,7.889112449324651,786.5,12.891456673795982
0,0,2010-08-19,779.0,789.0,777.0,799.0,777.0,7.937253933193381,785.8333333333334,12.73897991188254
0,0,2010-08-20,767.0,779.0,777.0,795.0,775.5714285714286,8.791229395579936,784.9,13.065748853525083
0,0,2010-08-21,785.0,767.0,783.0,806.0,775.8571428571429,9.099973835650191,784.2,12.444081822848004
0,0,2010-08-22,765.0,785.0,773.0,802.0,774.7142857142857,9.978548420057063,782.9666666666667,12.452622859939815
0,0,2010-08-23,766.0,765.0,774.0,807.0,773.5714285714286,10.517559014288565,781.6,11.964314756230172
0,0,2010-08-24,794.0,766.0,764.0,791.0,777.8571428571429,11.978154719162083,781.7,12.057763274022015
0,0,2010-08-25,770.0,794.0,789.0,801.0,775.1428571428571,11.156889820921641,780.6666666666666,11.668801118374107
0,0,2010-08-26,763.0,770.0,779.0,797.0,772.8571428571429,11.852265204431808,779.5333333333333,11.678844219304754
0,0,2010-08-27,783.0,763.0,767.0,804.0,775.1428571428571,12.0751614403087,778.8333333333334,10.754576678798962
0,0,2010-08-28,761.0,783.0,785.0,788.0,771.7142857142857,12.216304483684505,777.9333333333333,11.085664347386851
0,0,2010-08-29,768.0,761.0,765.0,756.0,772.1428571428571,11.992060865819466,778.3333333333334,10.466146849963142
0,0,2010-08-30,782.0,768.0,766.0,776.0,774.4285714285714,12.149857925878896,778.5333333333333,10.477342823617748
0,0,2010-08-31,779.0,782.0,794.0,803.0,772.2857142857143,9.050124966250834,777.7333333333333,9.406283055462197
0,0,2010-09-01,764.0,779.0,770.0,791.0,771.4285714285714,9.571783930858574,776.8333333333334,9.384812872061522
0,0,2010-09-02,779.0,764.0,763.0,786.0,773.7142857142857,9.123491395189118,776.6,9.2348664646882
0,0,2010-09-03,782.0,779.0,783.0,788.0,773.5714285714286,8.960229588894968,776.4,9.042428724701788
0,0,2010-09-04,751.0,782.0,761.0,773.0,772.1428571428571,11.682302447556529,775.6666666666666,10.151722576208403
0,0,2010-09-05,761.0,751.0,768.0,783.0,771.1428571428571,12.375090187261351,774.9333333333333,10.395401282106551
0,0,2010-09-06,755.0,761.0,782.0,783.0,767.2857142857143,12.632158508007441,774.0,10.891312577237958
0,0,2010-09-07,767.0,755.0,779.0,777.0,765.5714285714286,11.544943234408349,773.6666666666666,10.94920350852943
0,0,2010-09-08,755.0,767.0,764.0,795.0,764.2857142857143,12.22993984332817,772.3333333333334,10.694288947465417
