Date,number_sold,day_of_week,month,quarter,day_of_week_sin,day_of_week_cos,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,rolling_mean_30,rolling_std_30,rolling_min_30,rolling_max_30,rolling_mean_90,rolling_std_90,rolling_min_90,rolling_max_90,rolling_cv_7,rolling_cv_30,rolling_cv_90
2010-04-21,867.0,2,4,2,0.9749279121818236,-0.22252093395631434,865.0,855.0,866.0,861.0,8.16496580927733,844.0,867.0,865.6333333333333,10.463345984694628,844.0,883.0,854.7888888888889,15.830204697792851,812.0,883.0,0.009483119406826168,0.01208750354425811,0.018519431994922158
2010-04-22,862.0,3,4,2,0.43388373911755823,-0.900968867902419,867.0,844.0,875.0,863.5714285714286,3.3094381626463574,857.0,867.0,865.2,10.330403737479626,844.0,883.0,855.2,15.525405059037302,812.0,883.0,0.003832269170971795,0.011939902609199752,0.018154121911877107
2010-04-23,862.0,4,4,2,-0.433883739117558,-0.9009688679024191,862.0,864.0,874.0,863.2857142857143,3.3523268393900043,857.0,867.0,864.8,10.209529017473978,844.0,883.0,855.6555555555556,15.106484292031945,812.0,883.0,0.0038832182485073687,0.011805653350455572,0.017654866136203238
2010-04-24,852.0,5,4,2,-0.9749279121818236,-0.2225209339563146,862.0,864.0,870.0,861.5714285714286,5.380741673076421,852.0,867.0,864.2,10.420139650928373,844.0,883.0,855.7888888888889,15.019458872375058,812.0,883.0,0.006245264750710487,0.012057555717343639,0.017550425189412695
2010-04-25,864.0,6,4,2,-0.7818314824680299,0.6234898018587334,852.0,857.0,864.0,862.5714285714286,5.028490259085133,852.0,867.0,864.2,10.420139650928373,844.0,883.0,856.3666666666667,14.298935294691931,822.0,883.0,0.005829650846902274,0.012057555717343639,0.01669721142971305
2010-04-26,865.0,0,4,2,0.0,1.0,864.0,866.0,854.0,862.4285714285714,4.928053803045794,852.0,867.0,864.5666666666667,10.240835544217106,844.0,883.0,856.7,14.144082019691622,822.0,883.0,0.005714158791008871,0.011845050172591786,0.01650995916854397
2010-04-27,865.0,1,4,2,0.7818314824680298,0.6234898018587336,865.0,865.0,883.0,862.4285714285714,4.928053803045794,852.0,867.0,863.9666666666667,9.632858040218931,844.0,883.0,857.0555555555555,13.942386357016785,822.0,883.0,0.005714158791008871,0.011149571403471118,0.016267774319459527
2010-04-28,841.0,2,4,2,0.9749279121818236,-0.22252093395631434,865.0,867.0,862.0,858.7142857142857,9.013217807092948,841.0,865.0,863.2666666666667,10.504295782444395,841.0,883.0,857.1444444444444,13.812192229413123,822.0,883.0,0.010496177782340816,0.012168077591834576,0.016114194426547854
2010-04-29,875.0,3,4,2,0.43388373911755823,-0.900968867902419,841.0,862.0,866.0,860.5714285714286,10.937049310442411,841.0,875.0,863.5666666666667,10.711525643400067,841.0,883.0,857.6111111111111,13.696300201185219,822.0,883.0,0.01270905464360838,0.012403820176091481,0.01597029238979944
2010-04-30,861.0,4,4,2,-0.433883739117558,-0.9009688679024191,875.0,862.0,875.0,860.4285714285714,10.921799956312858,841.0,875.0,863.1,10.499096841289738,841.0,883.0,857.8444444444444,13.571211359998967,822.0,883.0,0.012693441755635066,0.01216440370906006,0.01582013084993274
2010-05-01,854.0,5,5,2,-0.9749279121818236,-0.2225209339563146,861.0,852.0,852.0,860.7142857142857,10.688222267435135,841.0,875.0,863.1666666666666,10.432321569686916,841.0,883.0,858.1555555555556,13.147316649458759,822.0,883.0,0.012417851597020075,0.012086103382529736,0.015320435280463115
2010-05-02,876.0,6,5,2,-0.7818314824680299,0.6234898018587334,854.0,864.0,873.0,862.4285714285714,12.163567772343008,841.0,876.0,863.2666666666667,10.543614944219827,841.0,883.0,858.6111111111111,13.045895169516688,822.0,883.0,0.014103855293424061,0.012213624539601314,0.015194183956732474
2010-05-03,855.0,0,5,2,0.0,1.0,876.0,865.0,850.0,861.0,12.396235987858068,841.0,876.0,863.4333333333333,10.36467253615043,841.0,883.0,858.9777777777778,12.455744379198542,833.0,883.0,0.014397486629335736,0.012004021776802412,0.014500659622909256
2010-05-04,872.0,1,5,2,0.7818314824680298,0.6234898018587336,855.0,865.0,854.0,862.0,13.03840481040532,841.0,876.0,864.0333333333333,10.320663348547187,841.0,883.0,859.4111111111112,12.21795919298447,833.0,883.0,0.015125759640841438,0.011944751377509187,0.01421666421927938
2010-05-05,850.0,2,5,2,0.9749279121818236,-0.22252093395631434,872.0,841.0,863.0,863.2857142857143,10.889050857234007,850.0,876.0,863.6,10.633713465623726,841.0,883.0,859.5777777777778,11.981237933617622,833.0,883.0,0.012613495945827908,0.012313239307114088,0.013938515214518575
2010-05-06,858.0,3,5,2,0.43388373911755823,-0.900968867902419,850.0,875.0,871.0,860.8571428571429,9.668308563352266,850.0,876.0,863.1666666666666,10.586534496410977,841.0,883.0,859.7444444444444,11.85166855091233,833.0,883.0,0.011231025546542626,0.012264762884430559,0.01378510629233635
2010-05-07,843.0,4,5,2,-0.433883739117558,-0.9009688679024191,858.0,861.0,848.0,858.2857142857143,11.785786435565615,843.0,876.0,863.0,10.869127427466477,841.0,883.0,859.8555555555556,11.643159838986573,837.0,883.0,0.013731775141304811,0.0125945856633447,0.013540832252300664
2010-05-08,849.0,5,5,2,-0.9749279121818236,-0.2225209339563146,843.0,854.0,880.0,857.5714285714286,12.231886511043506,843.0,876.0,861.9666666666667,10.668947313658903,841.0,883.0,859.9666666666667,11.488587400086367,837.0,883.0,0.014263402561603288,0.012377447674301677,0.013359340362129966
2010-05-09,843.0,6,5,2,-0.7818314824680299,0.6234898018587334,849.0,876.0,883.0,852.8571428571429,10.123052428797894,843.0,872.0,860.6333333333333,10.446855106165426,841.0,877.0,860.0111111111111,11.414060365726318,837.0,883.0,0.011869575712158334,0.012138566682867764,0.013271991743199296
2010-05-10,857.0,0,5,2,0.0,1.0,843.0,855.0,877.0,853.1428571428571,10.221359521912483,843.0,872.0,859.9666666666667,9.994768746642883,841.0,877.0,860.0333333333333,11.406138698086437,837.0,883.0,0.01198082998214792,0.011622274599763033,0.013262437926537465
2010-05-11,859.0,1,5,2,0.7818314824680298,0.6234898018587336,857.0,872.0,877.0,851.2857142857143,6.84870512613605,843.0,859.0,859.3666666666667,9.463116543330852,841.0,876.0,860.2444444444444,11.205246675493648,837.0,883.0,0.008045131042616605,0.011011733303592784,0.013025654217075616
2010-05-12,866.0,2,5,2,0.9749279121818236,-0.22252093395631434,859.0,850.0,873.0,853.5714285714286,8.753230696094326,843.0,866.0,859.1333333333333,9.197950796269401,841.0,876.0,860.4333333333333,11.156748348324875,837.0,883.0,0.01025483094103101,0.010706080697139832,0.012966429723385358
2010-05-13,872.0,3,5,2,0.43388373911755823,-0.900968867902419,866.0,858.0,863.0,855.5714285714286,11.193110125685122,843.0,872.0,859.4333333333333,9.47112975576795,841.0,876.0,860.7333333333333,11.099954448736684,837.0,883.0,0.01308261327096274,0.01102020295051152,0.012895927250487976
2010-05-14,860.0,4,5,2,-0.433883739117558,-0.9009688679024191,872.0,843.0,855.0,858.0,9.763879010584573,843.0,872.0,859.6,9.434346641487295,841.0,876.0,860.7222222222222,11.100185014934532,837.0,883.0,0.011379812366648687,0.010975275292563163,0.012896361600001393
2010-05-15,874.0,5,5,2,-0.9749279121818236,-0.2225209339563146,860.0,849.0,844.0,861.5714285714286,10.46991153826279,843.0,874.0,860.6,9.312949827137357,841.0,876.0,860.9555555555555,11.156608472525267,837.0,883.0,0.012152110888383276,0.010821461569994605,0.012958402324642827
2010-05-16,867.0,6,5,2,-0.7818314824680299,0.6234898018587334,874.0,843.0,864.0,865.0,6.5828058860439,857.0,874.0,860.7,9.366668711908192,841.0,876.0,861.2111111111111,11.026520068405995,837.0,883.0,0.007610180215079653,0.010882617302089219,0.012803504188630218
2010-05-17,857.0,0,5,2,0.0,1.0,867.0,857.0,864.0,865.0,6.5828058860439,857.0,874.0,860.4666666666667,9.36881596807714,841.0,876.0,861.3777777777777,10.84474478207064,837.0,883.0,0.007610180215079653,0.010888063804226938,0.012589998328083659
2010-05-18,842.0,1,5,2,0.7818314824680298,0.6234898018587336,857.0,859.0,857.0,862.5714285714286,10.891237194141372,842.0,874.0,859.9666666666667,9.942882858620461,841.0,876.0,861.3333333333334,10.916434368685888,837.0,883.0,0.012626475713645181,0.011561939833273143,0.012673878911013027
2010-05-19,834.0,2,5,2,0.9749279121818236,-0.22252093395631434,842.0,866.0,866.0,858.0,15.110702608857542,834.0,874.0,858.9,10.939803944534184,834.0,876.0,861.2333333333333,11.125484461108464,834.0,883.0,0.017611541502164967,0.012736993764738833,0.012918083904216972
2010-05-20,843.0,3,5,2,0.43388373911755823,-0.900968867902419,834.0,872.0,865.0,853.8571428571429,14.59941290404712,834.0,874.0,858.1666666666666,11.249776498419225,834.0,876.0,861.2333333333333,11.125484461108464,834.0,883.0,0.017098191455300293,0.013109081178969771,0.012918083904216972
2010-05-21,843.0,4,5,2,-0.433883739117558,-0.9009688679024191,843.0,860.0,867.0,851.4285714285714,14.81954950796574,834.0,874.0,857.3666666666667,11.451496915653111,834.0,876.0,861.1666666666666,11.21721189496807,834.0,883.0,0.017405511167073857,0.013356592180303772,0.013025599258720422
2010-05-22,832.0,5,5,2,-0.9749279121818236,-0.2225209339563146,843.0,874.0,862.0,845.4285714285714,12.474736374731373,832.0,867.0,856.3666666666667,12.310587910926941,832.0,876.0,860.8777777777777,11.627000519207101,832.0,883.0,0.01475551784777283,0.014375370259149438,0.01350598286927605
2010-05-23,846.0,6,5,2,-0.7818314824680299,0.6234898018587334,832.0,867.0,862.0,842.4285714285714,8.223080178317943,832.0,857.0,855.8333333333334,12.404346661230116,832.0,876.0,860.6111111111111,11.690478642313007,832.0,883.0,0.00976116012349086,0.014493881201047847,0.013583927155227818
2010-05-24,828.0,0,5,2,0.0,1.0,846.0,857.0,852.0,838.2857142857143,6.8487051261358065,828.0,846.0,855.0333333333333,13.394500501257118,828.0,876.0,860.3111111111111,12.172583344072834,828.0,883.0,0.008169893640584635,0.01566547171797254,0.014149048160440086
2010-05-25,840.0,1,5,2,0.7818314824680298,0.6234898018587336,828.0,842.0,864.0,838.0,6.7082039324991385,828.0,846.0,854.2333333333333,13.556226037058835,828.0,876.0,860.3444444444444,12.111987850385045,828.0,883.0,0.00800501662589396,0.015869465060747066,0.014078068299965829
2010-05-26,836.0,2,5,2,0.9749279121818236,-0.22252093395631434,840.0,834.0,865.0,838.2857142857143,6.550172662209661,828.0,846.0,853.2666666666667,13.793885035327474,828.0,876.0,860.1222222222223,12.373247489369698,828.0,883.0,0.007813771069438927,0.016165971992336284,0.014385452636489294
2010-05-27,859.0,3,5,2,0.43388373911755823,-0.900968867902419,836.0,843.0,865.0,840.5714285714286,10.228345302102642,828.0,859.0,853.0666666666667,13.660750050931975,828.0,876.0,860.2666666666667,12.282077926891365,828.0,883.0,0.012168323778844069,0.01601369574585649,0.014277058966473223
2010-05-28,845.0,4,5,2,-0.433883739117558,-0.9009688679024191,859.0,843.0,841.0,840.8571428571429,10.334869317486381,828.0,859.0,853.2,13.558048888213506,828.0,876.0,860.1777777777778,12.363936118993085,828.0,883.0,0.012290874145838373,0.015890821481731723,0.014373698598602066
2010-05-29,838.0,5,5,2,-0.9749279121818236,-0.2225209339563146,845.0,832.0,875.0,841.7142857142857,9.707630773679695,828.0,859.0,851.9666666666667,13.18432542004418,828.0,876.0,859.9333333333333,12.583027627310054,828.0,883.0,0.011533166228064811,0.015475165796835768,0.014632561780731128
2010-05-30,860.0,6,5,2,-0.7818314824680299,0.6234898018587334,838.0,846.0,861.0,843.7142857142857,11.926361357853162,828.0,860.0,851.9333333333333,13.161944446365414,828.0,876.0,860.0666666666667,12.518570475160418,828.0,883.0,0.014135545124444995,0.015449500484817373,0.014555348975072185
2010-05-31,818.0,0,5,2,0.0,1.0,860.0,828.0,854.0,842.2857142857143,14.453538041073527,818.0,860.0,850.7333333333333,14.53635948669576,818.0,876.0,859.5888888888888,13.279954010719576,818.0,883.0,0.017159899302495705,0.017086857793310588,0.015449192261995552
2010-06-01,847.0,1,6,2,0.7818314824680298,0.6234898018587336,818.0,840.0,876.0,843.2857142857143,14.511079510891886,818.0,860.0,849.7666666666667,13.740660359911715,818.0,874.0,859.5777777777778,13.290173592069868,818.0,883.0,0.017207785291587868,0.016169921578368628,0.01546128103314661
2010-06-02,829.0,2,6,2,0.9749279121818236,-0.22252093395631434,847.0,836.0,855.0,842.2857142857143,15.315724879072036,818.0,860.0,848.9,14.211093287069959,818.0,874.0,859.1444444444444,13.643586064488765,818.0,883.0,0.018183526823864357,0.016740597581658568,0.01588043332260762
2010-06-03,831.0,3,6,2,0.43388373911755823,-0.900968867902419,829.0,859.0,872.0,838.2857142857143,13.804761083460495,818.0,860.0,847.5333333333333,13.880607492751414,818.0,874.0,858.8111111111111,13.960533813917158,818.0,883.0,0.016467847236575232,0.016377653771043124,0.016255651135970193
2010-06-04,849.0,4,6,2,-0.433883739117558,-0.9009688679024191,831.0,845.0,850.0,838.8571428571429,14.205967894146484,818.0,860.0,847.5,13.87567954222896,818.0,874.0,858.8444444444444,13.933155922386689,818.0,883.0,0.016934907230760455,0.01637248323566839,0.016223142633704227
2010-06-05,850.0,5,6,2,-0.9749279121818236,-0.2225209339563146,849.0,838.0,858.0,840.5714285714286,14.797039600959994,818.0,860.0,847.2333333333333,13.743169672375023,818.0,874.0,858.6444444444444,13.929445903230416,818.0,883.0,0.017603548131665526,0.01622123343318451,0.016222600627484374
2010-06-06,819.0,6,6,2,-0.7818314824680299,0.6234898018587334,850.0,860.0,843.0,834.7142857142857,13.912994953331356,818.0,850.0,846.4333333333333,14.665660885054313,818.0,874.0,858.3,14.516515197633789,818.0,883.0,0.016667972732041673,0.01732642171274089,0.016913101709931013
2010-06-07,840.0,0,6,2,0.0,1.0,819.0,818.0,849.0,837.8571428571429,11.838194843085397,819.0,850.0,846.1333333333333,14.70335015386412,818.0,874.0,857.8666666666667,14.473687866242843,818.0,883.0,0.01412913280504651,0.017377107808695384,0.016871721945418295
2010-06-08,846.0,1,6,2,0.7818314824680298,0.6234898018587336,840.0,847.0,843.0,837.7142857142857,11.714866419984979,819.0,850.0,846.2333333333333,14.69150196151051,818.0,874.0,857.5333333333333,14.396628818869434,818.0,883.0,0.013984322124811538,0.01736105324951019,0.016788418897849766
2010-06-09,831.0,2,6,2,0.9749279121818236,-0.22252093395631434,846.0,829.0,857.0,838.0,11.48912529307591,819.0,850.0,845.3666666666667,14.80093970300409,818.0,874.0,857.3666666666667,14.616790406848567,818.0,883.0,0.013710173380758842,0.017508307680695664,0.017048470596223202
2010-06-10,840.0,3,6,2,0.43388373911755823,-0.900968867902419,831.0,831.0,859.0,839.2857142857143,11.071198154284184,819.0,850.0,844.7333333333333,14.602629270415777,818.0,874.0,857.1,14.713022589116518,818.0,883.0,0.013191214822125836,0.017286673431949857,0.0171660513232021
2010-06-11,827.0,4,6,2,-0.433883739117558,-0.9009688679024191,840.0,849.0,866.0,836.1428571428571,10.976164652381376,819.0,850.0,843.4333333333333,14.378344188716671,818.0,874.0,856.7333333333333,15.047341024583062,818.0,883.0,0.013127140366763991,0.01704739855596175,0.017563622703972135
2010-06-12,837.0,5,6,2,-0.9749279121818236,-0.2225209339563146,827.0,850.0,872.0,834.2857142857143,9.196272536817501,819.0,846.0,842.2666666666667,13.364733141893598,818.0,874.0,856.4,15.149294491674985,818.0,883.0,0.011022929410568922,0.015867579319962324,0.017689507813726045
2010-06-13,832.0,6,6,2,-0.7818314824680299,0.6234898018587334,837.0,819.0,860.0,836.1428571428571,6.517376042257074,827.0,846.0,841.3333333333334,13.057784924191473,818.0,874.0,856.0111111111111,15.322374360878932,818.0,883.0,0.007794572406594826,0.015520346581844065,0.017899737704327616
2010-06-14,833.0,0,6,2,0.0,1.0,832.0,840.0,874.0,835.1428571428571,6.362090102803172,827.0,846.0,839.9666666666667,11.583232034618849,818.0,867.0,855.5888888888888,15.427900047483622,818.0,883.0,0.0076179662537841615,0.013790109172529284,0.018031907903244368
2010-06-15,821.0,1,6,2,0.7818314824680298,0.6234898018587336,833.0,846.0,867.0,831.5714285714286,6.267831705279637,821.0,840.0,838.4333333333333,10.906130301849618,818.0,860.0,855.0222222222222,15.751566911732024,818.0,883.0,0.007537334124198154,0.013007748938714609,0.018422406461896794
2010-06-16,838.0,2,6,2,0.9749279121818236,-0.22252093395631434,821.0,831.0,857.0,832.5714285714286,6.704653678779808,821.0,840.0,837.8,10.327065210507357,818.0,860.0,854.8111111111111,15.851767309717802,818.0,883.0,0.008052947109035459,0.01232640870196629,0.018544175553723397
2010-06-17,829.0,3,6,2,0.43388373911755823,-0.900968867902419,838.0,840.0,842.0,831.0,5.91607978309912,821.0,838.0,837.3666666666667,10.417105737872925,818.0,860.0,854.3333333333334,15.975402440816872,818.0,883.0,0.007119229582550084,0.012440315757182746,0.018699261538217174
2010-06-18,812.0,4,6,2,-0.433883739117558,-0.9009688679024191,829.0,827.0,834.0,828.8571428571429,9.335033858687968,812.0,838.0,836.6333333333333,11.3911136972804,812.0,860.0,853.8,16.574110039320253,812.0,883.0,0.011262536540988586,0.01361541937600749,0.019412169172312314
2010-06-19,807.0,5,6,2,-0.9749279121818236,-0.2225209339563146,812.0,837.0,843.0,824.5714285714286,11.58817130895582,807.0,838.0,835.4333333333333,12.535971231326426,807.0,860.0,853.0666666666667,17.164635711284852,807.0,883.0,0.014053568808504979,0.015005351990575462,0.020121095316448324
2010-06-20,813.0,6,6,2,-0.7818314824680299,0.6234898018587334,807.0,832.0,843.0,821.8571428571429,11.78174536346442,807.0,838.0,834.4333333333333,13.095625311486643,807.0,860.0,852.4777777777778,17.619082975395596,807.0,883.0,0.014335514956414209,0.015694034248575853,0.020668084769698836
2010-06-21,807.0,0,6,2,0.0,1.0,813.0,833.0,832.0,818.1428571428571,11.781745363464353,807.0,838.0,833.6,14.018706713924526,807.0,860.0,851.7222222222222,18.09402892245629,807.0,883.0,0.014400596742491788,0.016817066595398902,0.02124404935126301
2010-06-22,821.0,1,6,2,0.7818314824680298,0.6234898018587336,807.0,821.0,846.0,818.1428571428571,11.781745363464353,807.0,838.0,832.7666666666667,13.999220011112673,807.0,860.0,851.1333333333333,18.222840341515184,807.0,883.0,0.014400596742491788,0.016810495150037234,0.02141008891068597
2010-06-23,833.0,2,6,2,0.9749279121818236,-0.22252093395631434,821.0,838.0,828.0,817.4285714285714,10.453980786557063,807.0,833.0,832.9333333333333,13.970247531520387,807.0,860.0,850.7222222222222,18.20978115842409,807.0,883.0,0.012788861500506718,0.016772347764751547,0.02140508462428222
2010-06-24,824.0,3,6,2,0.43388373911755823,-0.900968867902419,833.0,829.0,840.0,816.7142857142857,9.673232581273858,807.0,833.0,832.4,13.996551299368674,807.0,860.0,850.2777777777778,18.369508062735672,807.0,883.0,0.011844083972173694,0.016814694016540937,0.02160412578433467
2010-06-25,821.0,4,6,2,-0.433883739117558,-0.9009688679024191,824.0,812.0,836.0,818.0,9.539392014168937,807.0,833.0,831.9,14.130792983581067,807.0,860.0,849.9111111111112,18.621990410303706,807.0,883.0,0.011661848428079385,0.01698616778889418,0.021910515307840474
2010-06-26,809.0,5,6,2,-0.9749279121818236,-0.2225209339563146,821.0,807.0,859.0,818.2857142857143,9.17813135872904,807.0,833.0,830.2333333333333,13.768237643797653,807.0,860.0,849.0888888888888,18.777613042145298,807.0,883.0,0.01121629181408926,0.01658357607555826,0.022115014444150292
2010-06-27,823.0,6,6,2,-0.7818314824680299,0.6234898018587334,809.0,813.0,845.0,819.7142857142857,8.994707438530343,807.0,833.0,829.5,13.538578339259631,807.0,860.0,848.6555555555556,18.92573369133419,807.0,883.0,0.010972978750385571,0.01632137231978256,0.022300842276281138
2010-06-28,811.0,0,6,2,0.0,1.0,823.0,807.0,838.0,820.2857142857143,8.138678961483045,809.0,833.0,828.6,13.84794270790332,807.0,860.0,848.0444444444445,19.244675966580303,807.0,883.0,0.009921761186064318,0.016712458010986385,0.022693003996019957
2010-06-29,830.0,1,6,2,0.7818314824680298,0.6234898018587336,811.0,821.0,860.0,821.5714285714286,8.941609528064479,809.0,833.0,827.6,12.521980673998524,807.0,850.0,847.5444444444445,19.12064659190117,807.0,883.0,0.010883544895922683,0.015130474473173663,0.02256005182646738
2010-06-30,797.0,2,6,2,0.9749279121818236,-0.22252093395631434,830.0,833.0,818.0,816.4285714285714,11.311603818750438,797.0,830.0,826.9,13.616293485227686,797.0,850.0,846.9333333333333,19.841959852456984,797.0,883.0,0.013854982805118647,0.016466674912598483,0.023428006752743608
2010-07-01,812.0,3,7,3,0.43388373911755823,-0.900968867902419,797.0,824.0,847.0,814.7142857142857,10.873734190152089,797.0,830.0,825.7333333333333,13.331149246403166,797.0,850.0,846.2555555555556,19.98289218368971,797.0,883.0,0.013346684084002214,0.01614461801195281,0.023613306940798995
2010-07-02,811.0,4,7,3,-0.433883739117558,-0.9009688679024191,812.0,821.0,829.0,813.2857142857143,10.562737740350029,797.0,830.0,825.1333333333333,13.581766005055526,797.0,850.0,845.8222222222222,20.320785715244696,797.0,883.0,0.012987733037493447,0.016460086456801557,0.024024889842520398
2010-07-03,791.0,5,7,3,-0.9749279121818236,-0.2225209339563146,811.0,809.0,831.0,810.7142857142857,13.548853404307433,791.0,830.0,823.8,14.886698529339426,791.0,850.0,845.1222222222223,21.105847625599072,791.0,883.0,0.016712242084608288,0.018070767819057327,0.02497372222694832
